data.ecoli_state1_rep1	data.ecoli_state2_rep1	data.ecoli_state2_rep2	data.ecoli_state1_rep2
AAC74421	13.4464035260135	12.819597181126	24.1813897655225	17.4608585204086
AAC74422	35.1341511486159	16.7292589130189	14.2543553554644	24.4548253552165
AAC74423	4.29678308162085	6.92196167407046	9.91686543887534	7.7715235338502
AAC74424	22.6705643748131	14.636658154745	18.6818650840423	22.2450831912335
AAC74425	20.9064515503529	64.2702772017433	54.2061196121613	68.2289627410539
AAC74426	69.8573765528035	170.572835975879	219.598932692173	104.612308463982
AAC74427	2.14272296154707	16.2840587779036	14.2792881166032	6.43834575850974
AAC74428	0	3.61021250472388	0	0
AAC74429	0	0	10.7351355243097	20.4891780003165
AAC74430	0	0	5.43046894686758	0
AAC74431	0	9.85191956721591	3.03765833797053	3.39865320733098
AAC74432	3.89492567110955	5.48674382462533	3.95890302121761	4.31771346949116
AAC74433	15.3835972543375	13.1252641061572	30.7156790796191	3.61382217908125
AAC74434	0	1.14470152588806	6.66036609511285	12.71203574105
AAC74435	0	14.1700840810412	19.2871160838198	17.6768413084461
AAC74436	47.770117403666	29.0242081915371	70.5552651454054	6.23437154509954
AAC74437	119.401139807131	150.545491429328	223.379818705206	82.9003716020882
AAC74438	262.735647843816	165.940839056416	207.663102766383	127.854096847213
AAC74439	6.51410697133428	10.844312561538	24.8250008999661	15.0758440400056
AAC74440	18.1349521238998	7.82212709356841	11.2631948527624	9.65173084042687
AAC74441	16.0492490598091	8.34772456625878	15.2089926462243	3.74555131428711
AAC74442	0	4.83450910644159	0	1.31614511460366
AAC74445	14.5524862141066	12.5620252992738	14.5771528463377	9.8841626487454
AAC74447	28.6620706738709	29.2263112314238	7.2218184436265	18.0910128480067
AAC74452	4.61463654206775	13.4026132291808	20.2843926202105	7.77136722823072
AAC74454	1.05375259830408	2.71761400861108	3.53664994438855	3.13552218479108
AAC74455	1.97701124382228	23.1843758773247	15.9595663969664	0.001354549569706
AAC74456	13.4197412780536	72.0677636178673	90.9681906698139	69.2447672669265
AAC74457	0	52.3378724913621	92.5604471119892	88.6799219872532
AAC74458	179.56446062053	77.941909253771	43.8870551624401	53.5154004634383
AAC74459	0	5.5435074619637	2.37456530347502	0
AAC74460	58.5623160295084	38.3743143973004	34.8463016135251	29.4576787471713
AAC74461	123.406137623611	73.6583634644359	75.3944471776748	60.9813903099698
AAC74462	27.1823229174196	18.6071811165188	37.4464660039893	12.7626192931264
AAC74463	17.2017543398871	9.76611499580708	16.5597703760104	10.6845499504307
AAC74464	31.2976633795142	20.2296390350907	71.0508646447305	40.02896520967
AAC74465	6.28554181444536	4.78590670856488	25.8049351460174	12.7804617707566
AAC74466	1.77584081002917	29.005843032842	15.3195172839939	12.417755765294
AAC74467	0	9.0699824864396	5.15637063660966	3.39886725527199
AAC74468	1.25190653518057	3.20437482315837	4.6910691355798	1.33974495803794
AAC74469	0	1.59094110377663	1.18578586733274	0
AAC74470	0	0.593013245360782	4.39142615197956	4.44733511649469
AAC74471	0	0	10.2452384666527	0
AAC74472	5.30779086553164	0.108640654077339	0.459722238888261	1.31614511460366
AAC74473	12.930257446859	3.264120704459	0.746616568420033	0
AAC74474	2.35901816245851	2.13659953018767	0.919444477776522	2.04733684493903
AAC74475	1.2852946490525	1.99937777727982	1.33587448789055	0
AAC74476	0	2.7547491068654	0	1.64804257828633
AAC74477	5.82299404209566	7.57492668880553	0.560383767493591	2.45997326160685
AAC74478	2.65389543276582	2.17281308154678	0	0
AAC74479	10.2272067896829	16.9161447714569	15.6081306471332	4.36574964844142
AAC74480	0.707705448737552	11.7911323225272	11.5237041214657	9.41774948671955
AAC74481	31.6224723397167	14.0467775271827	47.1150545249357	20.8544120271707
AAC74482	38.449119196656	18.529855950313	49.8013737566393	37.7027423683415
AAC74484	143.187750868039	86.8428590805244	95.6799734583603	116.562260368412
AAC74485	208.614072445277	114.958901554916	156.527674213831	147.733592077422
AAC74486	19.736766740967	15.4148467644685	17.221412069573	9.23103580294813
AAC74488	55.1048996551454	14.3662294848412	18.2766738909199	0
AAC74489	2.20677174572375	2.72605380366888	0	2.47850153375092
AAC74490	0	0.833125962628588	0	0
AAC74491	4.31008581561968	0	0	0
AAC74492	0.518301458840341	3.16138409658687	2.37924963417397	0
AAC74493	2.64055927481222	3.18388087728162	1.99597997185657	6.48813244937786
AAC74494	0	6.17901755616203	16.5989650987939	7.28941909626645
AAC74495	9.90815534598848	15.5640588778179	10.239333967415	22.7751231109098
AAC74496	12.2487481512269	44.024535821494	45.5125016499378	13.4651769417144
AAC74497	80.2580726177368	364.122641080473	456.680050112799	45.3672571047276
AAC74500	73.3138613301558	106.57648164987	207.736986697633	66.3008101481596
AAC74501	156.685986350487	100.436111881414	96.3210034918639	34.1144813705254
AAC74502	699.460489833599	404.436103172749	728.315814266543	300.893071534675
AAC74503	7.15622387123235	6.04921307333355	6.32699439279292	13.2280265798493
AAC74504	14.4178900965532	34.2182505220466	24.7347281694208	42.1262156317871
AAC74505	6.67630561881329	17.6139223347944	5.20427729710133	3.19680548318191
AAC74506	43.6282000623468	49.8038901362174	48.2628630213214	31.6331294018615
AAC74508	528.883446958331	16.4823392328763	40.1928585999451	70.5077739966248
AAC74509	82.2165972844595	17.9589652658458	23.3051028856825	14.826777617576
AAC74510	10.2364538120967	9.13911787973044	11.6525514428412	9.91137851609698
AAC74511	14.2669143734592	15.3555179521393	26.5744137150644	11.2888151440502
AAC74512	27.2144913469077	40.1061789161144	41.0740923981257	27.5672576731531
AAC74513	23.1307938771589	52.5523433417899	39.1973698420517	20.4487388332106
AAC74514	38.2160942318278	47.1003795705584	39.7200014399458	25.1797362496747
AAC74515	15.4354698150837	5.16391120104656	18.9472151715619	4.88330165084145
AAC74516	14.3964738544557	10.60809016799	10.0320209116301	4.21887612078435
AAC74517	17.0003156707608	33.4802154826165	26.184179693201	21.9739010438177
AAC74518	85.7690751225681	149.064853817207	138.230118647538	34.9974950928701
AAC74519	0	0	49.6500017999319	26.4241442239657
AAC74520	4.50661488582875	14.9432144947887	10.7731135980985	13.6332767531587
AAC74521	20.7076886749296	16.3349695382891	18.8465029768091	18.0939766443449
AAC74522	4.79069949181222	8.74105892977559	8.5358169283551	1.96856088774531
AAC74523	17.07194373471	10.6945147476001	8.38352489408691	2.95161724061936
AAC74524	1.87000461098802	12.0254765281906	2.82704636583244	6.40742532661143
AAC74525	5.14764200320956	11.3791719572385	3.21012942671975	7.65860303756442
AAC74526	19.994280070385	18.3430650056191	14.1536204226051	2.46553881197247
AAC74527	47.7701177897825	93.8655251228166	35.7480012959495	59.7003423984194
AAC74528	450.100665397083	298.023042264957	254.870009239652	257.964442462318
AAC74529	38.3794108738442	48.938436175146	26.3102573640666	26.1204184282881
AAC74530	48.1113329168546	1.592361586905	0	17.9371777047414
AAC74531	25.1823304642635	17.1312080595564	16.0212465871986	12.4129724546646
AAC74532	11.6265895149741	19.679478481438	21.8039690444147	14.9163112988415
AAC74533	7.8663367617909	17.4768333639983	16.7977550999771	8.33427220774476
AAC74534	26.3405322392271	182.759978821692	172.76963243154	25.9046879565917
AAC74535	3.47791007463101	19.1700737871286	15.6817457505139	23.538423976809
AAC74536	12.425753182314	12.3435878412958	22.2420528294494	6.29923788954817
AAC74537	0	0	0	0
AAC74539	38.8132207042001	7.60824080585365	18.8126959945056	17.9530419538906
AAC74542	0	3.75606232097326	1.05401250351518	2.76559227084892
AAC74543	19.1080471159139	25.8130194087758	21.5150007799706	20.5318637878172
AAC74544	5.47682879118551	12.5552613221608	8.69665636623016	5.88492911115778
AAC74545	17.0744597722524	10.2724319662525	7.77650630601348	12.1783066025978
AAC74546	23.4343974063095	34.5797052457185	48.8068885618201	37.8155807644992
AAC74547	0	5.26179167892102	10.3650776953467	2.93079736860197
AAC74548	3.12066096114172	1.12025438274724	1.24748748241036	2.73811094193928
AAC74549	0	3.52969427977413	4.37785285580315	0.78641035893331
AAC74550	2.63640683024347	1.99096974622128	1.84040369110128	3.94193050798923
AAC74551	61.2840326908423	62.2553832331868	66.7171899186589	52.0570028223502
AAC74552	202.014719508771	86.1387898230766	72.3790832993383	84.9395115424706
AAC74553	966.36682090775	918.742601967634	3097.20586276375	490.183299787731
AAC74554	0	21.6612750283433	0	0
AAC74555	54.6559005342582	71.1390747833992	69.5547322512564	16.2205992502506
AAC74556	0	8.16221957589747	14.2114135586762	1.80254657000067
AAC74557	0	8.4827797197144	4.69662179188548	6.88308323448132
AAC74558	2.6938036347623	5.82248558092686	2.79981213157512	4.89843482502867
AAC74559	5.89371583120721	11.885569739578	2.3374189159059	1.07684600285754
AAC74560	0	10.0847258396419	3.59039269214386	0
AAC74561	0	7.36057301040754	0	0
AAC74562	0	5.56829386321819	6.89403545201145	0.833958964403365
AAC74563	4.576109414442	15.1873542400826	10.2084115850328	2.76759486715724
AAC74564	3.28639630986234	13.8953265077395	8.47831726067638	13.5624388468004
AAC74565	4.5875269693739	7.10360184906526	2.48768276241831	2.42346553461468
AAC74566	2.81885038098651	11.8372955714074	2.88224490772408	3.13248529386016
AAC74567	0.212547798842201	4.68544542812746	8.80887128708474	0.895974204824741
AAC74568	0	1.60983090580036	3.83182731569397	1.06263959121035
AAC74569	0	2.1736345609727	1.31398870548025	0
AAC74570	0	1.32954001590398	4.78215314786882	0.469785508328787
AAC74571	2.89515865392635	6.55547583125762	8.79218781873799	3.67922384309661
AAC74572	0	1.80510625236194	1.79728513302922	0
AAC74573	0	0	0	27.9979960742961
AAC74574	3.08830197540562	3.14714191866405	0	3.97559102017833
AAC74575	0	0	0	0
AAC74576	0	0.869125232618712	2.20666674666365	0
AAC74577	5.97126472372309	1.62960981116009	0	0
AAC74580	11.474194959311	7.6783379925837	7.97077234778323	3.71617444123387
AAC74581	15.3546807181451	5.44755279730657	0	18.614052335109
AAC74584	10.9353281687459	5.48962533976337	6.53027132107542	4.37657893530857
AAC74585	11.7330113869647	1.27624178895064	3.22289485367981	0.997499455278566
AAC74586	4.3880692750533	1.22475893949401	2.28037586555012	0
AAC74587	0	1.36256407436353	3.5235485148339	0.917055950820617
AAC74588	0	4.25229727905397	0.999664465770447	0
AAC74589	0.155097785031769	1.75235964109162	0	3.07670286530727
AAC74590	2.58216852917755	2.53690608440057	5.46341718647902	0
AAC74591	16.4209779902385	4.21661538637672	9.69726597654926	0
AAC74592	9.119749759868	15.5731439408317	11.9611367972564	1.39989980371481
AAC74593	25.2900623592978	20.5762203509125	10.5871327367502	19.5970136549443
AAC74595	28.8646294772198	40.1333163952697	37.632245180514	58.68239949141
AAC74596	27.4540906837843	99.5298240526463	81.893968486095	51.1935065266529
AAC74597	21.8080972518583	44.9772307880184	39.5760883912503	48.1537440843036
AAC74598	23.6628723005213	9.1955470832531	15.7609889434668	16.4181451040327
AAC74599	30.5655542946132	9.1707696959078	10.0821842735494	9.43993737370904
AAC74600	2.81829603479556	3.18422872835528	2.19690273451027	0.838605736738618
AAC74601	8.00543182740898	7.89733985408349	7.50206071152822	6.37824170923314
AAC74602	12.1320934069295	39.9176803267023	22.8547627333021	29.4565811363677
AAC74603	31.9889181628023	36.5614601203845	22.3868311687194	25.5943219607748
AAC74604	54.8099246219636	84.231958070742	77.0881606893684	41.8949771216998
AAC74605	19.1080471159139	71.2791331401422	66.4068774074093	9.47624482514638
AAC74606	3.22045737908661	21.1373209663281	29.7528100673751	17.3021324054639
AAC74607	18.4237368886222	15.6442541871368	19.4907031859238	16.8379556810452
AAC74608	34.0181141836346	92.4433201967176	105.31818563622	56.6241523169258
AAC74609	0	19.6351353573248	16.71887815712	8.70267381901198
AAC74610	0	26.8187214636631	19.1507149799738	4.39968509738939
AAC74611	22.2289300038752	32.8131602653929	25.7812798252344	22.7415274501779
AAC74612	345.006406259557	92.6161576009316	285.372579789888	105.401287927843
AAC74613	81.1604552244813	130.14263495983	146.796816546228	108.179070389107
AAC74614	260.688357081397	133.423139281724	58.1614306799206	307.977956817257
AAC74615	1.1574257614265	3.25634806318156	7.43656414624535	3.54837361294027
AAC74617	157.110609619737	450.364162055301	664.326246993644	1051.62820530536
AAC74618	11.6304424409798	64.5094371896519	84.9260230238484	190.196325811776
AAC74619	1.97701124382228	16.6950524966272	0.0013430990494444	41.5689647305536
AAC74620	0	3.25921962232017	4.91328142811829	4.11295348313645
AAC74622	0.918656111342014	7.44606329099301	0.238701931730443	0
AAC74623	349.677262221208	826.016621080786	1136.98504121839	651.965643970041
AAC74624	103.0828849237	161.794522259207	202.519742546997	218.203004078484
AAC74625	607.183339275422	791.064063699563	1788.70664379229	2054.84887787385
AAC74626	2.51421672577814	27.8114500956869	34.1574855492233	74.8740331863417
AAC74627	0	13.1088060947388	14.2101729289461	34.1471580768206
AAC74628	16.1476454500681	14.7078023519913	10.4894369999857	10.3437883654767
AAC74629	0	19.2544666918607	3.81923090768709	26.1204184282881
AAC74630	939.4789831991	3740.21923345805	5703.69602001317	2524.56881367361
AAC74631	138.281919917798	452.345376003068	368.455276515286	511.218470830265
AAC74632	9.86080413091887	8.28858421382708	7.06032135687109	11.7366334990345
AAC74633	0	2.6279385976815	3.68067836687194	0.523136543974958
AAC74634	0	0	35.5338248175985	11.6130451288559
AAC74635	201.137336436488	114.244223732646	53.5697383511411	43.6406008156968
AAC74636	38.6710477345877	36.6895008912614	37.0404775332827	101.907236016455
AAC74637	27.442408092004	47.6816896235607	54.4037253765215	43.3487795192866
AAC74638	31.8467451931898	14.7940229813142	26.6239140086593	25.0639808781046
AAC74639	17.1482474117176	23.4663812807052	86.5692339075741	15.1862897838884
AAC74642	0	0	0	0
AAC74643	239.314376500281	253.004042837118	253.311416950139	82.572133306494
AAC74644	0	17.9085539905229	0	11.2218687811792
AAC74645	33.3819517111156	9.37051556784423	7.43477620033012	28.3801639236178
AAC74646	16.7195412264247	19.066434790573	15.5156255624788	46.1966935225886
AAC74647	0	8.21323344824683	0	0
AAC74648	0	10.9762105990395	0	0
AAC74652	14.3154750379811	11.7331906403526	9.05667785275636	13.5044205570083
AAC74653	0	5.77197281501218	4.60463726370339	0.636844410292095
AAC74654	18.8566254433361	16.2103291741714	9.47269771182917	42.7054454291136
AAC74655	218.798934568026	66.1983718844586	104.816670466524	76.3364166470125
AAC74656	125.629205875733	54.9326652707418	83.5022757544314	53.8423001428772
AAC74657	52.9217971592713	25.1343348521279	28.2323539646673	14.7485673136469
AAC74658	71.3090164108381	57.8157219959404	47.851088691239	40.5143800495389
AAC74659	38.351524978139	7.46932496950283	3.29507099574292	20.088173630626
AAC74660	38.524288540149	3.55780619417144	4.10012918089763	34.8481261311835
AAC74661	11.0451139398346	0.813862934590933	0	13.5570554579406
AAC74662	41.70407108632	8.52053129835131	21.9681555583033	58.2864265038765
AAC74663	75.5434420861712	36.6321126387753	72.1657002905991	93.2473509683735
AAC74664	15.5933545116914	7.99437600625062	11.0619174994668	11.7839313887831
AAC74665	116.904760621232	23.4074205237185	11.8511310828984	105.357747113751
AAC74666	45.59874879934	20.8938635467242	16.4614979229722	23.6906120628659
AAC74667	0	4.20623815408868	0	3.57594144345146
AAC74668	56.9519066636655	6.64372872622564	8.76935096726075	20.306238911028
AAC74669	11.6013143203763	32.1824657563958	34.7550012599525	25.7212359539687
AAC74670	60.8523907114685	32.6192436889471	29.1513496045245	53.770808292065
AAC74671	14.8893873630498	21.3330738915502	52.5516252817464	137.220947792704
AAC74672	40.7924601350971	64.3347981178885	126.356465254884	146.402658815464
AAC74673	21.435309264647	14.7417010609559	5.33100980864657	27.1834587131603
AAC74674	94.9847690936418	111.328878634043	119.506399681232	79.7767587605346
AAC74675	120.9243567482	111.808961018423	129.318519332459	80.1416730243812
AAC74676	133.993486424538	110.674776962191	104.317822930709	102.827337464354
AAC74677	14.7328400660084	22.5617193855379	12.0644864186751	17.8786628418357
AAC74678	36.0572523701741	62.8402614103501	27.3313711831357	43.8504117509778
AAC74679	33.2576769422552	76.0429570615258	60.3341794024492	37.185264503739
AAC74680	101.078799960994	49.2567278573257	32.8601461187957	20.0282952222297
AAC74681	55.0368938126697	22.1204292371735	24.020200372037	18.3144382530884
AAC74682	19.4874487734501	34.7759910315144	21.2401632248807	24.4603431407208
AAC74683	40.9615033002062	44.2624502087785	40.0053462778764	15.4669743123079
AAC74684	199.227312952746	180.772995331014	149.671662402703	82.228461636808
AAC74685	83.0321824535534	90.3357630360296	98.0552960338494	22.436791368731
AAC74686	115.969583825839	112.36402355793	89.053088334772	82.6147088745474
AAC74687	2.94725662456255	6.66590008102295	7.46664551489983	0
AAC74688	8.20522023212773	24.4602515467116	17.2898829797411	6.96782707731351
AAC74689	11.8797841088431	33.699531786652	34.3028471279742	12.3639271361367
AAC74690	181.75947256601	87.9989298026446	192.999244801566	89.8509798969672
AAC74691	17.1372619873667	16.8894806975479	21.8192833022124	22.2033090634035
AAC74692	44.3799803982516	27.1377344810736	26.5066945093186	24.5312466844515
AAC74693	8.72907774873577	21.1103189031244	8.67379549516888	11.131733378937
AAC74694	33.8927651357691	17.2392689296801	19.8322632887997	24.8155852613819
AAC74695	48.5636413411101	144.189608566991	203.795937620652	29.514882138122
AAC74696	11.257925848548	21.7475062187427	16.998010170359	9.58187175791075
AAC74697	385.835566763646	493.395708978931	730.746180337464	706.46620074649
AAC74698	166.776376143284	323.794892583766	191.631585894475	240.231118812921
AAC74699	37.9787271869096	98.165265792267	107.163823760723	89.3180218767679
AAC74700	42.395979538434	69.4458221025871	87.9735969392548	118.749192965116
AAC74701	25.4369130038826	89.1755633273128	69.3206592927019	65.8518708188138
AAC74702	24.7807486034508	83.3056535465036	57.5629708367964	41.3105047846225
AAC74703	24.1595998017302	102.361973517559	87.8862100826386	58.9542242713848
AAC74704	14.6431014330496	43.4540778991954	57.7586704355995	41.4288090345595
AAC74705	18.4141794832131	75.4463822739992	62.8252816071768	48.5723722182782
AAC74706	69.307499955692	42.8211316532527	46.3612196294239	73.4004006221274
AAC74707	53.1407227483996	53.0423529540201	53.9099131969678	40.7927107117988
AAC74708	118.769626191073	90.4145866991878	134.249710749228	96.3418223889882
AAC74709	153.059356999923	149.268932967955	200.62653788544	163.900356924726
AAC74710	37.4969741790784	50.2130094071005	85.0189546950452	29.8043184016701
AAC74711	61.4187228725804	77.1038242080315	45.1363652726656	12.3068114612291
AAC74712	20.2704060651015	23.3619315123935	34.3277460515852	30.4392730659376
AAC74714	525.89781459647	713.629416447161	1164.78017615466	533.884864702443
AAC74715	0	48.7182480936381	16.1902179782388	37.5959713171568
AAC74716	10.5736229099919	8.30134831866845	6.27984212489261	16.1995094342917
AAC74717	18.5689486079414	14.2343096483275	10.8949847209883	18.1949841862137
AAC74718	96.8954162260882	54.3388190648955	38.7340439573939	55.4461133386224
AAC74720	9.14746936400133	13.480687118703	34.3324480531446	32.2595568515621
AAC74721	0	13.2086217987203	15.1625753999793	17.1650542491424
AAC74722	19.7966253903612	82.9779698439352	57.4031552341558	17.7857447919414
AAC74723	41.2770920707849	178.731806938964	144.129616875531	170.894415171936
AAC74724	32.107784088216	48.4715416617846	47.3438541753452	34.1766206808558
AAC74725	11.2288324685151	15.9792656064829	12.3135960639274	16.9420910967507
AAC74726	446.046280567267	386.629836161017	984.326240503475	378.478934883858
AAC74727	20.387246922837	24.8900738688652	16.5153771677599	39.5504360380063
AAC74728	693.705188773396	165.212069451425	163.906682960646	366.100887033605
AAC74729	7.22573210265652	22.0202737508018	29.0668077764309	48.3102677360404
AAC74730	72.1962621612604	57.2989795349259	87.329372097939	90.1623294043054
AAC74731	9.96642745254502	21.8203581333176	13.4840832226435	24.7132284109033
AAC74733	52.8201016704191	44.4185074241921	37.1665727759492	60.6479668809368
AAC74734	119.029409520403	90.7539607541087	198.874316601938	38.4808836822242
AAC74736	74.9966097943253	55.4134884387638	48.942553587757	57.017043021768
AAC74737	339.929388909918	290.098887426689	404.035884212492	380.079819617284
AAC74738	3.14026670729661	11.2657328459163	13.3520921175116	10.523917310795
AAC74739	9.23287990894999	6.40888564389009	10.534979373515	16.1255426646398
AAC74740	3.12904701679813	6.66076324561502	6.72117928296025	14.0695338015274
AAC74741	1.00568669031126	0	6.53289497367529	8.72812023368745
AAC74742	6.7870112706798	3.91106354678421	0	23.3022413733108
AAC74743	9.0820433522495	1.0714440554813	1.37503747499812	8.19241225527251
AAC74744	25.2421645139204	1.46664883004408	0	14.5374210385768
AAC74745	277.583116886587	110.038301410875	41.5986501566999	350.87717325542
AAC74746	495.58770602005	553.361915656996	477.512859776745	345.028343262607
AAC74747	35054.9586111299	8973.08507689054	54644.1443722862	11132.0126030184
AAC74748	29.4213308241721	25.4089625125517	26.9622526330758	18.2778563266482
AAC74749	10.3652142374061	78.0367868061188	180.332553707301	8.71635726841294
AAC74750	2.29909657811798	64.2188268470637	84.0996688242167	10.4517406159703
AAC74751	19.7922227159722	59.1460837650512	77.3320999901757	7.63431488470872
AAC74752	0.88463181092194	42.7500973794329	89.3010449040447	1.42582387415397
AAC74753	9.1825928364813	53.2174953450119	63.8586956195672	0.255838143227494
AAC74754	15.9233725965949	50.1919821837307	27.3075009899627	0.263229022920733
AAC74755	22.2927216352329	330.484869703265	556.080020159241	67.1234008447868
AAC74756	68.8992083506511	75.5888243176563	103.835340302743	70.1606588015645
AAC74757	43.2644170246225	57.4283752843222	58.8901390517451	39.716614340687
AAC74758	89.8869672020802	48.2171650871296	44.2149424313006	34.3443784343323
AAC74759	0	2.04648673959639	0	0
AAC74760	0	0.252326680437691	0	0
AAC74761	1.96483774970837	0	0	0
AAC74762	0	0	2.81220713319928	0
AAC74763	19.7594578130473	31.6796147289521	21.2140916781528	10.4454062277182
AAC74764	0	1.10513018055425	2.33822653767216	0
AAC74765	0	1.53768310386388	4.95085488033512	0
AAC74766	3.87801694234415	3.29048888806937	0	1.83580388679035
AAC74767	0.430361421529592	3.06542818531735	4.13750014999435	2.34771831253627
AAC74768	6.31247985079299	5.78278681560236	0	0.338437315183799
AAC74769	3.36917707333494	4.16720372868947	1.00050381460821	2.44663751782747
AAC74770	0	3.42970187948769	0	0
AAC74771	1.2960884671647	2.70591024457744	5.09970948720234	1.1937130109196
AAC74772	16.5938303901358	9.57181341712977	12.5104938745882	11.6894467415457
AAC74773	21.837768132473	10.9669414556765	9.11938808570183	10.5399049585812
AAC74774	32.0483068716277	50.311624423031	55.934812154354	42.8080363541027
AAC74775	158.720068785414	188.488030286955	289.091139512508	149.02159200835
AAC74776	49.1625203262583	196.728250243401	162.976687522647	99.2243572498511
AAC74777	78.5294131471096	17.8573438038537	11.262073579009	65.4092020857665
AAC74778	49.3363511599416	35.488093002378	20.551845007349	31.8463965435247
AAC74779	20.0326300408775	46.1757825200974	45.4171675450993	25.7649052849602
AAC74780	60.1080952321795	78.1694687695015	107.026990634953	48.7932473612669
AAC74781	43.2205827621862	40.9464408061285	30.2290827285301	37.3086849833569
AAC74782	594.631018457918	488.24082843736	655.454128239403	326.011109283021
AAC74783	230.335862842226	353.979443447283	377.808532700401	318.1000269778
AAC74784	258.444433872869	339.904566821876	317.591706428719	300.268469501884
AAC74785	0	15.4828341869343	622.410928426646	0
AAC74786	5147.50792509227	6761.18289027854	9334.20033838725	3329.90835599911
AAC74787	10069.3617983558	12981.1754630083	13165.525477282	6164.58441769182
AAC74788	4289.30469803007	4896.86296941419	5602.73432473424	3327.09034950452
AAC74789	571.205310096213	502.430611010903	782.882856250242	590.168099848051
AAC74792	12.5939401445796	55.7859882264038	29.0001146876877	19.9216510528645
AAC74793	44.8383777088232	19.7812275416775	27.0655244468944	17.0196093881239
AAC74794	23.8850588948924	32.8162675722362	59.7351584155434	36.6464155347458
AAC74795	104.379588083979	39.4031953394519	16.0287407385608	52.0447304373197
AAC74796	46.788540026981	58.1837672850363	49.8200360526717	49.4906621861241
AAC74797	64.8667915250761	54.0344305805713	32.9257906673235	41.022165098331
AAC74798	9.02971738709346	14.8095759911768	9.99054914266928	1.58900446763125
AAC74799	25.0488320661052	212.776375974469	66.3535986931808	23.9654451494421
AAC74800	9.96057775191257	63.4590863995242	4.22553206807934	6.75434471579582
AAC74801	9.95210787287182	4.64438796180625	52.753126912428	38.4972446021572
AAC74803	12.7680499161637	11.9494706521564	25.9690101580291	40.5033044945773
AAC74804	2.74278188266707	2.77891357271509	3.38522739544992	7.31121759834858
AAC74805	13.2908795463514	7.04937663472798	12.012097209661	19.2963856318505
AAC74806	0	29.7520191237513	49.9455375249318	28.7671717906229
AAC74807	3.86710477345877	11.2024034447176	11.9987504349836	15.793741375244
AAC74808	16.7840954396541	35.0410152907828	40.9277041864306	34.895631281789
AAC74809	231.685071280456	213.837399420426	153.60469306854	53.89614244302
AAC74810	190.687301465396	170.445115063559	155.488277241763	63.7599188852442
AAC74811	21.0697097475857	30.2029279981701	40.8715794284613	30.1762549089737
AAC74812	3.30485091627442	10.6262858629609	13.4273589773402	5.3639121651772
AAC74813	8.51715278422519	83.0418841445112	114.118027392867	21.854130507605
AAC74814	0	14.8485550517566	3.42413805516774	3.34936239509484
AAC74815	2.41728306888067	10.9980991785474	7.77650630601348	1.4842311171916
AAC74816	2.80389821809606	11.5801490233045	6.79989155086028	1.13302927257185
AAC74817	0	14.892126581986	14.4016832144034	0.455588693516653
AAC74818	4.08728280554308	18.1644849753053	11.6823533646899	1.64694094554683
AAC74819	37.851745875804	58.5665193827771	86.5719311045428	59.1261462077459
AAC74820	41.4476021999603	12.5959252462609	13.020956354394	30.6584391401795
AAC74821	64.1060129925091	3.34365536383106	9.77564802278458	63.4613805000088
AAC74822	45.6522307941785	4.91291233709346	6.97056675516289	29.5257381867246
AAC74823	37.579159327964	6.57058675859747	12.0815004379835	56.0677818821161
AAC74824	11.8083437233176	9.12947698701594	15.2018263937995	47.248130799536
AAC74825	8.8758673972669	8.32836078855927	3.78335086784452	29.2794203365692
AAC74826	3.35681908793082	11.2892320755825	16.2368924805184	22.4100384378462
AAC74827	142.362063189904	17.1193947804649	13.2441071798827	130.621687354065
AAC74828	54.9081813675687	26.5682592660858	30.8172424965096	45.0666240966013
AAC74829	0	9.22707225115109	27.9582534407385	6.67017232837973
AAC74830	52.7118541128659	18.2066751315817	18.4047420465266	22.0567767481855
AAC74831	61.9284900503716	292.679492792603	340.252060527728	76.4949883475672
AAC74832	11.562194114725	20.1407317042996	37.6328039120505	22.1816558805178
AAC74833	112.463626745033	46.8571864542262	63.6015723540194	90.2608504681817
AAC74834	147.708237229366	58.1072298379368	52.8811923932611	129.884720738316
AAC74835	139.830411013807	45.8449170715765	33.0451998734648	83.4662623671833
AAC74836	57.9599893319743	40.2652668562272	38.2542249362959	32.6655538341223
AAC74837	24.6656163751176	40.145916994932	50.1367665234609	47.3038038248729
AAC74838	114.014866768989	126.990720798071	69.6745881612308	101.306816224631
AAC74839	1.59233725965949	11.8728714813092	10.284643229986	7.38921471484628
AAC74840	33.6562193518938	17.1197917979691	13.6537504949814	18.3063820485782
AAC74841	4.71201842144135	6.70468036591578	7.43061251427557	4.91539910147899
AAC74842	0	1.86570169192886	0.614045958656405	2.34394748325175
AAC74843	0	3.62488816531219	5.04573189023701	3.75582874167387
AAC74844	0	2.38388635232561	0.945714319998708	2.63229022920733
AAC74845	0	1.29147531638542	0	2.05281650193452
AAC74846	1.75840924379576	6.37047467282949	5.86357383220058	11.3366119073837
AAC74847	473.58306429528	400.142260114094	607.784504792273	278.56892115301
AAC74848	281.61621820835	336.016231005146	592.96287863919	245.931115700227
AAC74849	4060.9393109724	2403.34200925885	2374.23319643957	1935.73693414006
AAC74850	95.3579068857154	67.443454596836	87.6455184445368	43.9451811547819
AAC74851	39.9979954509706	58.9453148836763	60.2892878999177	42.0226333019884
AAC74852	253.225855876405	215.488737362402	235.262855751068	222.86723940622
AAC74853	18.8894910214508	39.0914635877108	33.4245110156406	6.85169662602496
