data.ecoli_state1_rep1	data.ecoli_state2_rep1	data.ecoli_state2_rep2	data.ecoli_state1_rep2
AAC73452	0	3.94161873074346	9.30937533748729	1.29558034718798
AAC73453	0	0	1.88544310632654	1.39944543831276
AAC73454	0	0	0	0
AAC73455	0	0	0	0
AAC73456	0	2.40356465947924	0	3.51208534624697
AAC73457	76.6921618938041	49.5667441337345	64.3423492713407	70.2660330572078
AAC73458	31.7817518356527	136.152902002133	47.1168384427928	75.326476722337
AAC73459	87.7439255545305	322.36680159948	134.806384709015	143.901136180079
AAC73460	175.696873904802	547.681474975104	316.413570792788	264.210554870607
AAC73461	0	5.21475139571228	0	0.631749655009759
AAC73463	208.614072445277	114.958901554916	156.527674213831	147.733592077422
AAC73464	143.187750868039	86.8428590805244	95.6799734583603	116.562260368412
AAC73466	7.57012795575824	6.0807245345854	8.681967527857	4.61961808334773
AAC73467	0	0	0	0
AAC73468	0	0.93702564141705	1.03437503749859	0
AAC73469	0	0.578767251317842	0	2.97460599892487
AAC73470	0	4.49048036853001	1.12376547283797	3.41222807489839
AAC73471	2.28383033257935	12.200648434789	11.2751000103432	18.2162873630802
AAC73472	147.563857008171	110.701850048532	172.839817909695	97.602076409684
AAC73475	16.2343759676222	10.5598715763174	8.14570342030138	17.8419922098459
AAC73476	27.2360970085041	19.4735940180181	19.5635827987793	31.5403372538454
AAC73478	0	0	0	4.46737256042615
AAC73479	33.0195715034206	15.3229486832934	6.11834299800864	12.0130865701218
AAC73480	16.8600415728652	17.1605756157029	6.637700775392	15.835970630258
AAC73481	38.8491921784394	31.736160226014	19.1421693686486	29.3278360175841
AAC73482	1.36486050827956	32.5176997746915	12.0578575799835	38.5818539309531
AAC73483	167.195412264247	75.9569709875459	143.723689420856	176.432716152396
AAC73484	170.360901997305	73.7565327301684	79.7091896366381	97.3313098004493
AAC73485	79.6168629829746	20.4244429665397	41.3750014999435	14.0388812224391
AAC73486	6.85539275798733	3.34088571764027	7.35136700910158	12.0881482963143
AAC73487	7.74650558753266	66.9108979760649	29.5216226918516	6.08272471884396
AAC73488	5.35476246611157	12.5292478224414	10.8380534902507	9.99338502946853
AAC73489	31.2420601578761	36.5857716591586	62.7433567049776	29.288393816117
AAC73490	129.775486662249	89.4655786326887	66.4068774074093	85.8784687278891
AAC73491	164.504138022569	135.923229601268	167.656168049771	316.65339222056
AAC73492	181.834641909503	465.921215428196	434.837918989729	389.748779098762
AAC73493	12.6231917475597	38.1784648815619	18.0077726735505	57.8149133762169
AAC73494	1037.84433327161	474.437240892968	547.751632760542	405.415151591948
AAC73496	59.2278951194379	33.5110315706012	36.0008315634195	44.5838086791942
AAC73497	35.2083460746932	8.34360223313964	5.05694462777087	27.1125893608355
AAC73499	11.2167403650047	16.1736522915358	12.4810778005354	13.2196233057981
AAC73500	6.34740738348518	20.6023741165247	22.9924466996733	18.8172479672567
AAC73501	32.1929054670289	20.437432609962	18.4163729502466	22.660585451437
AAC73502	36.3731861343539	22.7516691604807	32.0078691806669	27.7793471397058
AAC73503	27.776108589549	16.4676359864598	17.3588352157658	21.3749883273978
AAC73504	76.1739716107379	91.559246864275	41.9036255977315	155.182240195579
AAC73505	51.4793269358151	75.3684951721474	61.6244139987394	68.674903674002
AAC73506	20.3774628334047	47.7737779744427	52.9918288441584	22.6137660600084
AAC73507	13.3518962766479	91.8978471893457	85.2684813520574	21.630558840008
AAC73508	37.3019746938751	81.4804905580043	96.3884294202387	63.1749655009759
AAC73509	282.999648247355	368.278514384945	311.796221215901	340.785655738136
AAC73510	1431.87865887842	789.132283324229	1141.31350291383	875.337743143329
AAC73511	241.964250142769	367.915022463613	423.004389262887	375.880208544614
AAC73512	193.707006845175	292.966883824062	342.772692838707	244.884402354298
AAC73513	306.189188724885	235.229267777672	237.482538729796	101.327316654427
AAC73514	365.204373789843	72.5039528501179	70.1164147556294	116.644616645409
AAC73515	2.59973430148488	47.2520330550255	14.016837242838	15.632580748966
AAC73516	139.635728923986	102.088786939136	209.421161438175	131.209543732796
AAC73517	101.52932497411	103.882517729212	95.3724661440489	114.846429821177
AAC73518	295.866535988344	422.773353073351	487.891348332398	491.007040335205
AAC73519	1651.41743648985	601.90171425136	1283.47574746367	694.998423040525
AAC73520	33.4227786583818	38.8436686728397	27.6209907624196	51.6665566831786
AAC73521	243.968815854972	172.729327926905	176.257506389759	331.837787537715
AAC73522	95.8674281671708	104.955801207538	85.5272291279654	82.2680843552948
AAC73523	71.6551766846771	89.6950542999745	87.9852072713084	108.138780232538
AAC73524	148.49886803566	115.925681308053	121.521633618935	130.076544135436
AAC73525	351.309407912375	146.17600006106	194.979694568484	325.25236144643
AAC73526	121.229943368743	191.642113792426	196.172673778399	114.978437211776
AAC73527	129.911417891732	40.3507287875541	54.6452763712668	92.0178041710098
AAC73528	32.2580500204082	24.981738005474	18.7790597213766	25.7012544150649
AAC73529	366.116017259114	202.599062812806	157.667181288334	149.919980153556
AAC73530	5.32036856900446	27.8871805978049	28.0016597829001	55.8581966885109
AAC73531	564.917832347379	589.237278446193	814.899461360251	782.41835824291
AAC73532	468.395310795941	847.989687189121	600.636060735543	879.629349191347
AAC73533	340.223222630735	587.546342938123	424.622980509885	669.535263009252
AAC73534	299.187805871996	649.509269520629	613.858144282363	731.25523161401
AAC73535	501.164239285763	783.221570271736	837.383245904863	687.362599463577
AAC73536	50.2679017265055	95.1947754785908	76.2598066861704	80.6719534951187
AAC73537	280.948005251172	244.050365319335	188.359694328493	178.271855773066
AAC73538	399.829342048746	171.33672907693	214.243158451762	156.747474333757
AAC73539	761.21682698022	976.93478569236	1266.69567092077	873.591319818182
AAC73540	535.571263448901	220.986264860584	271.23086697563	301.344585439655
AAC73541	693.276020678789	498.331354518446	537.410606217123	451.632510065809
AAC73542	206.453301618086	85.6585327334254	96.9561537808516	158.903520272734
AAC73543	3484.74773049275	2224.45110829858	6864.96878335442	1397.33765288042
AAC73544	241.113809419506	176.772131068866	211.957621897172	168.079080168523
AAC73545	74.0174352566995	32.7497848642809	41.7387377768661	18.2235477406661
AAC73546	32.9613812749515	15.3704797388619	12.6607504589827	22.269175339094
AAC73547	57.1321006732099	47.1686055893573	75.4729926858266	27.3811094193928
AAC73548	16.012829746014	7.49254308681693	5.90407324774475	7.14267517251202
AAC73549	25.4773961545519	18.2353337868814	18.308438163725	22.5060814597226
AAC73550	60.9069001819756	65.9014207633139	89.9906282623771	47.1838023585413
AAC73551	32.1035737834575	25.9896480850821	20.7319899988964	30.7808131641179
AAC73552	36.9558487001187	25.5369443348851	17.4350273700297	30.6162098851654
AAC73553	0.597126472372309	4.69327625614105	0	0.296132650785824
AAC73554	8.08231790887772	14.7257468390284	18.3679930901264	6.64055035095485
AAC73555	83.1275278074207	69.0595275879022	58.1530532892906	34.3234064532861
AAC73556	39.6068698130494	84.4344161903856	111.241143273266	14.0944147715785
AAC73557	24.6237720565901	15.8458554008886	41.2043829370571	31.0176054843709
