target_id	test_stat	pval	qval	rss	sigma_sq	tech_var	mean_obs	var_obs	sigma_sq_pmax	smooth_sigma_sq	final_sigma_sq	degrees_free	gene
26	AAC77236	14.4615011297092	0.000143053653805302	0.0261476578670149	5.79489071451067	1.92886186810228	0.00276837006794131	6.85302018556382	1.93163023817022	1.92886186810228	0.0980886350958902	1.92886186810228	1	yjhC
27	AAC73689	13.669644036447	0.00021794925168683	0.0263315317758061	5.31971519370028	1.76634402727925	0.0068943706208489	5.82883866267979	1.77323839790009	1.76634402727925	0.162232186034554	1.76634402727925	1	fepC
28	AAC73693	13.2612602575804	0.000270947436721111	0.0263315317758061	4.7037139834796	1.56228334169946	0.005621319460408	6.07918554387312	1.56790466115987	1.56228334169946	0.141328387463559	1.56228334169946	1	fepB
29	AAC73817	13.2316125299851	0.000275266896931176	0.0263315317758061	1.75836970652027	0.585838629762203	0.000284605744554909	8.80538670911783	0.586123235506757	0.585838629762203	0.0634043513289665	0.585838629762203	1	sdhA
30	AAC73990	13.1893627696332	0.000281542614391551	0.0263315317758061	5.56676757250161	1.85483207453675	0.000757116297124876	7.35819136261746	1.85558919083387	1.85483207453675	0.0833650318061244	1.85483207453675	1	focA
31	AAC74186	13.2575363250109	0.000271486212773341	0.0263315317758061	4.32814755558504	1.43798509579176	0.00473075606991707	6.19362417199233	1.44271585186168	1.43798509579176	0.132921440935019	1.43798509579176	1	fhuE
32	AAC74660	13.8562939283549	0.000197334695458036	0.0263315317758061	5.11359378189001	1.70079260309217	0.00373865753783411	5.94927415441987	1.70453126063	1.70079260309217	0.15180261613294	1.70079260309217	1	ynfF
33	AAC74831	13.3206904221935	0.000262493507605735	0.0263315317758061	2.34968830572508	0.782541348096992	0.000688087144702153	7.84508977163626	0.783229435241694	0.782541348096992	0.0742957267368726	0.782541348096992	1	gdhA
34	AAC74967	14.03061883419	0.000179857952101232	0.0263315317758061	8.06243606306089	2.67255664098739	0.0149220466995694	5.33649789643913	2.68747868768696	2.67255664098739	0.209756402796416	2.67255664098739	1	otsB
35	AAC75018	13.1498380353752	0.000287544097617328	0.0263315317758061	8.24487703775872	2.74339009677565	0.00490224914391915	6.39502254299416	2.74829234591957	2.74339009677565	0.12027164970585	2.74339009677565	1	rcsA
36	AAC75105	13.1445986302286	0.00028834927778384	0.0263315317758061	12.6531622104312	4.18295086254914	0.0347698742612469	4.94762137846833	4.21772073681039	4.18295086254914	0.264491814529887	4.18295086254914	1	wcaL
37	AAC75123	13.7701329383896	0.000206594699437644	0.0263315317758061	15.1524109861888	5.00727813754346	0.0435255245194669	4.91876204224811	5.05080366206293	5.00727813754346	0.268945570680915	5.00727813754346	1	wza
38	AAC76033	13.5966994592589	0.000226583548709879	0.0263315317758061	8.44951281803479	2.81234343986684	0.004160832811421	6.26673750105511	2.81650427267826	2.81234343986684	0.128004128762304	2.81234343986684	1	hybO
39	AAC76192	13.5905481464403	0.000227327239753749	0.0263315317758061	12.6832652461684	4.20528016632563	0.0224749157304954	4.70313141047588	4.22775508205612	4.20528016632563	0.308813018661837	4.20528016632563	1	yhbU
40	AAC76193	13.8077629435512	0.000202497810292552	0.0263315317758061	10.5120029072623	3.48639833821087	0.0176026308765785	4.9165562158227	3.50400096908745	3.48639833821087	0.269291348016833	3.48639833821087	1	yhbV
41	AAC76285	13.6698340453906	0.000217927199184317	0.0263315317758061	3.85818614020316	1.28474074887786	0.00132129785653015	6.82575670607084	1.28606204673439	1.28474074887786	0.0991602034457377	1.28474074887786	1	acuI
42	AAC77195	13.4812889291682	0.000240954225037299	0.0263315317758061	3.07884909778083	1.02552543822412	0.000757594369489127	7.30641106477376	1.02628303259361	1.02552543822412	0.0845447122543257	1.02552543822412	1	nrdD
43	AAC77333	13.420194889234	0.000248929836190875	0.0263315317758061	6.10211821571594	2.02955430381063	0.00448510142801232	5.91863603685959	2.03403940523865	2.02955430381063	0.154397756164209	2.02955430381063	1	yjjI
44	AAT48142	13.4388313930281	0.000246469103272355	0.0263315317758061	2.16967227459253	0.722765554573848	0.000458536956994787	8.25149880218389	0.723224091530843	0.722765554573848	0.0686795402199793	0.722765554573848	1	iscS
45	AAC73989	12.9639566061228	0.000317545381092848	0.0281638388375894	2.26624429857044	0.75535727177475	0.0000574944153950545	9.91988784295937	0.755414766190146	0.75535727177475	0.0598233161849787	0.75535727177475	1	pflB
46	AAC75106	12.935360150809	0.000322433197244677	0.0281638388375894	56.9381072656571	18.9788930992385	0.000475989313876015	3.07801357710582	18.9793690885524	18.9788930992385	1.86217252122617	18.9788930992385	1	wcaK
47	AAC73261	12.6863975878064	0.000368325188954337	0.0308318876920526	3.05319083472153	1.01665175033918	0.00107852790132633	7.53499967465355	1.01773027824051	1.01665175033918	0.0797121194977342	1.01665175033918	1	fhuA
48	AAC75263	12.7191727897565	0.000361925823328898	0.0308318876920526	13.2171691589562	4.37489583669151	0.0308272162938942	4.4189550519332	4.4057230529854	4.37489583669151	0.400511419169246	4.37489583669151	1	napB
49	AAC73901	12.5705094118769	0.000391881744745502	0.0321343030691311	1.73507233429153	0.577885421253563	0.000472023510279408	7.76696680746751	0.578357444763842	0.577885421253563	0.0755652691952894	0.577885421253563	1	ompX
50	AAC73126	12.448117662578	0.000418413283957658	0.0334977009916954	1.8198325998569	0.606041061278717	0.000569805340248993	7.61857026799081	0.606610866618966	0.606041061278717	0.0781496936398544	0.606041061278717	1	dnaJ
51	AAC73820	12.3637378582215	0.000437753396688026	0.0334977009916954	1.8309895524464	0.610199378783192	0.000130472032276289	9.3561720790428	0.610329850815467	0.610199378783192	0.0605313633062602	0.610199378783192	1	sucA
52	AAC75264	12.2667049474265	0.000461111738918115	0.0334977009916954	10.3340855843323	3.42633215249588	0.0183630422815524	4.72898208556109	3.44469519477743	3.42633215249588	0.303164309253674	3.42633215249588	1	napH
53	AAC76392	12.243559124787	0.000466866912776243	0.0334977009916954	6.4006684331015	2.12196922990577	0.0115869144613956	5.01156934331467	2.13355614436717	2.12196922990577	0.254979088140003	2.12196922990577	1	nirC
54	AAC76541	12.2988765170179	0.000453231031419894	0.0334977009916954	5.63496935424107	1.87247671112483	0.00584640695553031	5.59536561981528	1.87832311808036	1.87247671112483	0.183215463370652	1.87247671112483	1	gadX
55	AAC76642	12.3115205100093	0.000450171105244998	0.0334977009916954	3.53811495774738	1.17771797967265	0.00165367290980764	6.42229023091871	1.17937165258246	1.17771797967265	0.118729221335465	1.17771797967265	1	yibB
56	AAC76924	12.3093014529017	0.000450706618858291	0.0334977009916954	4.44278683446853	1.48060947476501	0.000319470057835325	8.17710808623919	1.48092894482284	1.48060947476501	0.0695895514995895	1.48060947476501	1	katG
57	AAC73818	11.8263642085157	0.000583979124865736	0.0411654056791321	1.89160249282967	0.630058847254394	0.000475317022163778	8.20312256921697	0.630534164276557	0.630058847254394	0.0692655521515483	0.630058847254394	1	sdhB
58	AAC74752	11.7850775032326	0.000597074064789264	0.0413628205572976	16.0441228410288	5.19437165290921	0.153669294100388	4.34394288959556	5.3480409470096	5.19437165290921	0.437007297452892	5.19437165290921	1	sufC
59	AAC74103	11.7531128384711	0.00060741566263723	0.0413660361436676	6.29503154426223	2.07982893310487	0.018514914982538	5.37690151786509	2.09834384808741	2.07982893310487	0.205121531039408	2.07982893310487	1	efeO
60	AAC75261	11.5403470036536	0.000681019278950872	0.0453576921454159	3.59628731512553	1.19447821099661	0.00428422737856674	5.68311465232788	1.19876243837518	1.19447821099661	0.175259673919427	1.19447821099661	1	ccmA
61	AAC75303	11.5197511340473	0.000688606077867191	0.0453576921454159	6.36390321073789	2.12006291952879	0.0012381507171785	7.06298687415787	2.12130107024596	2.12006291952879	0.0909696846918625	2.12006291952879	1	glpC
62	AAC75769	11.4828168536257	0.000702425880541739	0.0455217288389792	12.8799828870477	4.27837673335025	0.014950895665642	5.38691799267068	4.29332762901589	4.27837673335025	0.204008912148624	4.27837673335025	1	hypB
63	AAC74497	11.4266347809685	0.000723986958286494	0.0461742793396053	3.83591376542964	1.27798183112399	0.000656090685890744	7.98176269780617	1.27863792180988	1.27798183112399	0.0722268459874487	1.27798183112399	1	aldA
64	AAC73980	11.3321847666734	0.000761752278654276	0.0478237602442638	14.8542243410089	4.94557773846466	0.00583037520498142	6.09014000885326	4.95140811366964	4.94557773846466	0.14048833233774	4.94557773846466	1	dmsA
65	AAC76483	11.2833345801551	0.000782059577077688	0.0483401684943758	4.11379405407924	1.3652967665358	0.00596791815728124	5.33128168730825	1.37126468469308	1.3652967665358	0.210373076519339	1.3652967665358	1	livK
66	AAD13438	11.2551136542104	0.000794039601948433	0.0483401684943758	5.83754936155768	1.93594309431697	0.00990669286892595	5.04549374648673	1.9458497871859	1.93594309431697	0.250055315975113	1.93594309431697	1	fdnG
67	AAC75584	11.1705595595071	0.000831055587231528	0.0485865941845003	2.07047319404165	0.688913504740963	0.00124422660625401	7.07123552656301	0.690157731347217	0.688913504740963	0.0907243773779023	0.688913504740963	1	iscR
68	AAC76030	11.171849156544	0.000830478132560487	0.0485865941845003	5.10522192016612	1.69894288084203	0.00279775921334671	6.53431730897412	1.70174064005537	1.69894288084203	0.112654512236484	1.69894288084203	1	hybC
69	AAC76832	11.1631882340925	0.000834364111182311	0.0485865941845003	4.59611632495814	1.53058785312072	0.00145092186532711	7.37322417636711	1.53203877498605	1.53058785312072	0.083032821562949	1.53058785312072	1	metE
70	AAC73768	11.126255038483	0.000851142652900557	0.048855588276492	1.64181432493981	0.546753845902221	0.000517595744383552	8.11861575452039	0.547271441646605	0.546753845902221	0.0703410415812769	0.546753845902221	1	asnB
71	AAC74966	11.0884632024561	0.000868664425713333	0.0491590656692419	3.68981079046475	1.22448451284924	0.00545241730567793	5.87028474888264	1.22993693015492	1.22448451284924	0.158576873166958	1.22448451284924	1	otsA
72	AAC73822	10.9918427684433	0.000915137742140077	0.0510697701099838	0.987658594499121	0.329025249111252	0.000194282388454757	8.92782993349109	0.329219531499707	0.329025249111252	0.0625712886389881	0.329025249111252	1	sucC
73	AAC73692	10.7009318922995	0.00107081583819087	0.0517107412524687	6.40202414260781	2.12647316389382	0.00753488364211329	6.20593523604717	2.13400804753594	2.12647316389382	0.132067696943541	2.12647316389382	1	entS
74	AAC73827	10.7359593961436	0.00105073512272443	0.0517107412524687	4.36970297240626	1.45621468204966	0.000352975419090211	8.47026813510738	1.45656765746875	1.45621468204966	0.0662890513689299	1.45621468204966	1	cydA
75	AAC74100	10.8748907095933	0.000974767810094086	0.0517107412524687	1.66389596126575	0.552175546700487	0.0024564403880965	6.66325905172636	0.554631987088584	0.552175546700487	0.106243351693096	0.552175546700487	1	putP
76	AAC74749	10.7264358330699	0.00105615682887112	0.0517107412524687	6.67917305582424	2.20485020257885	0.0215408160292336	5.00736045452089	2.22639101860808	2.20485020257885	0.255594217342617	2.20485020257885	1	sufE
77	AAC74975	10.7073373744025	0.0010671148897977	0.0517107412524687	4.20347604580466	1.39793364720684	0.00322503472804536	6.175308066631	1.40115868193489	1.39793364720684	0.134210416095503	1.39793364720684	1	ftnA
78	AAC76390	10.6833163702713	0.00108106079273454	0.0517107412524687	11.1734878426874	3.72121032814329	0.00328561941917611	6.43474757769151	3.72449594756247	3.72121032814329	0.118032490442852	3.72121032814329	1	nirB
79	AAC76422	10.8698640249475	0.000977417059450011	0.0517107412524687	1.85604706687321	0.61743925698424	0.00124309864016262	6.74784850030397	0.618682355624402	0.61743925698424	0.102410412965767	0.61743925698424	1	nudE
80	AAC76482	10.716897200722	0.00106161547856815	0.0517107412524687	5.10233865531186	1.69218493855678	0.00859461321384145	5.05160726321055	1.70077955177062	1.69218493855678	0.249172674135505	1.69218493855678	1	livH
81	AAC76641	10.8001660185258	0.00101490992543355	0.0517107412524687	1.21395262742571	0.404265186655289	0.000385689153281682	7.91788799280905	0.404650875808571	0.404265186655289	0.0731701009563617	0.404265186655289	1	kbl
82	AAC76991	10.8886913833346	0.000967531614403968	0.0517107412524687	10.2425872108737	3.40679864555326	0.00739709140465712	5.73918927829466	3.41419573695791	3.40679864555326	0.170250965030408	3.40679864555326	1	pepE
83	AAC76996	10.8488024380728	0.000988596697757043	0.0517107412524687	22.3021596411273	7.39129993938017	0.042753274328939	5.09269090843581	7.4340532137091	7.39129993938017	0.243252813050752	7.39129993938017	1	yjbE
84	AAT48187	10.8006791433702	0.00101462865066798	0.0517107412524687	1.96991505262788	0.655025472543863	0.0016128783320959	6.40179992083924	0.656638350875959	0.655025472543863	0.119886090836349	0.655025472543863	1	rbbA
85	AAC73828	10.6514681603391	0.00109983565379385	0.0518993028640883	3.41873476898894	1.1391967264629	0.00038152986674677	8.1110211335691	1.13957825632965	1.1391967264629	0.0704409738777772	1.1391967264629	1	cydB
86	AAC75772	10.6116840595214	0.00112375294902332	0.0518993028640883	5.8124265725118	1.93554539459222	0.00193012957838455	6.39574680507377	1.9374755241706	1.93554539459222	0.120230378973714	1.93554539459222	1	hypE
87	AAC77111	10.6265984732732	0.00111472569737973	0.0518993028640883	10.7057558169305	3.56527236312751	0.00331290918267372	6.32153891527581	3.56858527231018	3.56527236312751	0.124566925900969	3.56527236312751	1	frdD
88	AAC74665	10.5291673808919	0.00117505139896656	0.0536517786482684	3.82212291015726	1.26938772004815	0.00465325000427021	5.88009713060004	1.27404097005242	1.26938772004815	0.157720967953981	1.26938772004815	1	ynfK
89	AAC73267	10.4298489275821	0.00123994885010054	0.0555303374207712	1.64409800035509	0.54590700903946	0.00212565774556994	6.73233849917374	0.54803266678503	0.54590700903946	0.103089973535624	0.54590700903946	1	erpA
90	AAC75265	10.4008509899099	0.00125957252665514	0.0555303374207712	25.7110102067765	8.42882270837038	0.141514027221772	3.70991954993287	8.57033673559216	8.42882270837038	0.967820910093161	8.42882270837038	1	napG
91	AAC75851	10.374890996715	0.00127740688798283	0.0555303374207712	1.86163747145399	0.617840270565083	0.0027055532529129	6.42929732067682	0.620545823817996	0.617840270565083	0.118336696714003	0.617840270565083	1	ygdI
92	AAC76258	10.4011271228306	0.00125938418566199	0.0555303374207712	1.82772206096353	0.608155107933688	0.00108557905415609	6.90505367129684	0.609240686987845	0.608155107933688	0.0961408612811862	0.608155107933688	1	nanR
93	AAC76479	10.3635235484557	0.00128529651073462	0.0555303374207712	6.36773583175973	2.11173972118111	0.0108388894054609	5.07455566242318	2.12257861058658	2.11173972118111	0.245865379112334	2.11173972118111	1	livF
94	AAC75259	10.2805002433705	0.00134443491534178	0.056270203019201	4.5394469337533	1.50446077106471	0.00868820685306061	4.97553139028236	1.51314897791777	1.50446077106471	0.260290324359893	1.50446077106471	1	ccmC
95	AAC75709	10.2861362226568	0.00134033458535095	0.056270203019201	3.11051206247255	1.02580701511476	0.0110303390427531	5.46697670682759	1.03683735415752	1.02580701511476	0.195558918944073	1.02580701511476	1	gabT
96	AAC76569	10.3137503020967	0.00132042678965417	0.056270203019201	0.799817696510292	0.26652233903385	0.0000835598029137417	9.71811904762104	0.266605898836764	0.26652233903385	0.0598235169985693	0.26652233903385	1	dppA
97	AAC74274	10.2438258845924	0.00137142847678812	0.0568082435024193	1.07896324076729	0.359118663827194	0.000535749761901605	7.74244263080169	0.359654413589095	0.359118663827194	0.0759772451466779	0.359118663827194	1	dadX
98	AAC75122	10.1878855891678	0.00141366322345482	0.0579601921616477	43.2387380305471	14.4116037618036	0.00130891504540626	2.58940780510339	14.412912676849	14.4116037618036	2.67454756320738	14.4116037618036	1	wzb
99	AAC75561	10.1549096677835	0.00143917447625083	0.0584101317734932	1.42913990817037	0.475999937030536	0.00038003235958689	8.30482030436931	0.476379969390124	0.475999937030536	0.0680581316056407	0.475999937030536	1	guaB
100	AAC74139	10.1319621157466	0.00145720206692191	0.0585503790489224	2.23721998229885	0.742626189627883	0.00311380447173468	6.35882007031057	0.745739994099618	0.742626189627883	0.122354858755273	0.742626189627883	1	yceA
101	AAC76391	10.0345571863515	0.00153630474982747	0.0611175493545226	38.6858671434816	12.850953419458	0.0443356283692172	2.90624614515474	12.8952890478272	12.850953419458	2.1295519895439	12.850953419458	1	nirD
102	AAC73823	9.97945546978907	0.0015829649056466	0.0623564018714515	1.03606323001513	0.345072115621363	0.000282294383681199	8.65651241308412	0.345354410005044	0.345072115621363	0.0645740785066435	0.345072115621363	1	sucD
103	AAC73447	9.89843113417204	0.00165419735840774	0.0645297571464299	14.468799638884	4.79887739373176	0.0240558192295622	5.87577377779199	4.82293321296132	4.79887739373176	0.158097611353666	4.79887739373176	1	lacZ
104	AAC73507	9.82718469766323	0.00171951338042186	0.0663307585399899	2.82761752569789	0.934875739541206	0.0076634356914229	5.56569611937581	0.942539175232628	0.934875739541206	0.1859721975227	0.934875739541206	1	acpH
105	AAC74777	9.79497847366428	0.00174989059363836	0.0663307585399899	2.73771305901212	0.907341466379993	0.00522955329071304	5.6110904215018	0.912571019670705	0.907341466379993	0.181771123753651	0.907341466379993	1	ydiV
106	AAC75268	9.80768360270839	0.00173784257787906	0.0663307585399899	41.2742934190224	13.7557263190986	0.00237148724222525	2.5164021418149	13.7580978063408	13.7557263190986	2.80912816863266	13.7557263190986	1	napF
107	AAC74695	9.7512397805091	0.00179201817340242	0.0672927945862705	2.46060022186345	0.818674384494913	0.00152568945957066	6.92033627024666	0.820200073954484	0.818674384494913	0.0955934386217548	0.818674384494913	1	add
108	AAC74220	9.70354365337588	0.00183913016244883	0.0677880614638456	0.938134514687243	0.312588773578637	0.000122731317110601	9.25938055661691	0.312711504895748	0.312588773578637	0.060876368316792	0.312588773578637	1	icd
109	AAC75720	9.69422992028608	0.00184847532561517	0.0677880614638456	40.5739400573729	13.5232418205191	0.00140486527182842	2.49173403970114	13.5246466857909	13.5232418205191	2.85532212445861	13.5232418205191	1	nrdH
110	AAC76480	9.68694288688519	0.00185582049801469	0.0677880614638456	4.56400577841124	1.50898278961098	0.0123524698594281	4.54370916645042	1.52133525947041	1.50898278961098	0.352128009172438	1.50898278961098	1	livG
111	AAC76028	9.60868265432615	0.00193659516680089	0.0701012556775314	2.67438243668351	0.886673489029653	0.00478732319818347	5.56194671223949	0.891460812227837	0.886673489029653	0.186323890658701	0.886673489029653	1	hybE
112	AAC74722	9.53729123477943	0.00201338668893545	0.0718492637695707	1.76470635376052	0.585294440772059	0.00294101048144602	6.2160742505932	0.588235451253506	0.585294440772059	0.131372299428463	0.585294440772059	1	nemA
113	AAC76190	9.5306832686607	0.0020206487819715	0.0718492637695707	3.81779008825009	1.27124358758692	0.00135310849644226	6.84760857050315	1.27259669608336	1.27124358758692	0.0982985706543289	1.27124358758692	1	yhbS
114	AAC73409	9.3876536679988	0.00218451611679721	0.0756671185973377	4.22609936747844	1.39672964166021	0.011970147499268	4.7985301249402	1.40869978915948	1.39672964166021	0.289346363118547	1.39672964166021	1	ykgE
115	AAC73815	9.39511146309429	0.00217564775816457	0.0756671185973377	2.41827619194425	0.80530806587527	0.000783998106146024	7.68732745791799	0.806092063981416	0.80530806587527	0.0769253516223082	0.80530806587527	1	sdhC
116	AAC75994	9.40253919070664	0.00216685144730448	0.0756671185973377	7.72950057621245	2.57536751252839	0.00113267954242942	7.3355760431812	2.57650019207081	2.57536751252839	0.0838733658373578	2.57536751252839	1	ansB
117	AAC76257	9.32297775419911	0.00226297932067987	0.0777149650469378	5.38614839922371	1.79277553898817	0.00260726075306498	6.62576242372945	1.79538279974124	1.79277553898817	0.108039225205284	1.79277553898817	1	nanA
118	AAC74334	9.28939369687241	0.00230484433000391	0.07848190269454	2.94577881744904	0.97472888676311	0.00719738571990405	5.84163517099799	0.981926272483014	0.97472888676311	0.161096971111002	0.97472888676311	1	tonB
119	AAC73325	9.25067753584127	0.00235408313169958	0.0788225501930743	1.78728270675683	0.591275073297977	0.00448582895429874	5.72325210374697	0.595760902252277	0.591275073297977	0.171672890847441	0.591275073297977	1	fadE
120	AAC77100	9.25933585177085	0.00234297972157585	0.0788225501930743	3.47746378538549	1.1524989240482	0.0066556710802983	5.4333537905214	1.1591545951285	1.1524989240482	0.199018815331708	1.1524989240482	1	fxsA
121	AAC75104	9.19619472079624	0.00242518750924243	0.0792227919685861	5.07922646903559	1.68613967209261	0.00693581758592136	5.80767775557515	1.69307548967853	1.68613967209261	0.164121498212429	1.68613967209261	1	wcaM
122	AAC75771	9.22085996245381	0.00239273132264477	0.0792227919685861	8.85457363583986	2.94803777677745	0.0034867685025084	6.12786205059795	2.95152454527996	2.94803777677745	0.137651347616698	2.94803777677745	1	hypD
123	AAC77322	9.21109330219566	0.0024055299120349	0.0792227919685861	16.7872699938472	5.55759190049709	0.0381647641186469	5.60085925799925	5.59575666461574	5.55759190049709	0.182709670705831	5.55759190049709	1	bglJ
124	AAC75352	9.15520184706741	0.00248012019487726	0.0797209835441347	1.44517005123608	0.480384462544077	0.00133888786794862	6.75509002391794	0.481723350412027	0.480384462544077	0.102096774795718	0.480384462544077	1	yfbS
125	AAC75648	9.15743503047631	0.0024770953385165	0.0797209835441347	0.802727819905078	0.267116598742857	0.00045934122550226	7.87304177011567	0.26757593996836	0.267116598742857	0.0738570648959013	0.267116598742857	1	pheA
126	AAC73373	9.11902890286682	0.00252964210683891	0.0800322990966831	1.15289860736137	0.382325255695318	0.00197428009180439	6.73984052895103	0.384299535787122	0.382325255695318	0.102759952317364	0.382325255695318	1	yagG
127	AAC75754	9.12328188174999	0.00252376796079442	0.0800322990966831	2.03472055583995	0.674190616895361	0.00404956838462384	5.60927845395259	0.678240185279984	0.674190616895361	0.181937031136241	0.674190616895361	1	hypF
128	AAC74889	9.0839413390642	0.0025786371068362	0.0809450304317801	6.49522698621506	2.16378393984631	0.00129172222537511	7.05357377545028	2.16507566207168	2.16378393984631	0.0912522993388977	2.16378393984631	1	manZ
129	AAC74821	9.05725524202148	0.00261654466559733	0.0814982671811634	6.328424934997	2.10048807708821	0.00898690124412578	5.04240381981379	2.10947497833233	2.10048807708821	0.250501823550164	2.10048807708821	1	ydjY
130	AAC74053	9.01836508591426	0.00267280356230784	0.0826101901027147	3.48576740449928	1.15747005279234	0.00445241537408861	5.5619732528039	1.16192246816643	1.15747005279234	0.186321398338048	1.15747005279234	1	rlmI
131	AAC74822	8.96958528747772	0.00274510898762439	0.0835594538808698	3.49797404847884	1.15703509577488	0.00895625371806805	4.82765412884386	1.16599134949295	1.15703509577488	0.284062055013118	1.15703509577488	1	ydjZ
